#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#Team ID,#Team Abbr.,#Team City,#Team Name
11641,Jackson,Pierre,,SG,"5'10""",180,29/8/91,26,"Las Vegas, NV",USA,N,108,DAL,Dallas,Mavericks
9158,James,LeBron,23,SF,"6'8""",250,30/12/84,32,"Akron, OH",USA,N,86,CLE,Cleveland,Cavaliers
9135,Jefferson,Al,25,C,"6'10""",289,4/1/85,32,"Monticello, MI",USA,N,87,IND,Indiana,Pacers
9164,Jefferson,Richard,24,SF,"6'7""",233,21/6/80,37,,,N,86,CLE,Cleveland,Cavaliers
9439,Jenkins,John,23,SG,"6'4""",215,6/3/91,26,,,N,104,PHX,Phoenix,Suns
9403,Jennings,Brandon,55,PG,"6'1""",169,23/9/89,28,"Lakewood, CA",USA,N,83,NYK,New York,Knicks
9108,Jerebko,Jonas,8,PF,"6'10""",231,2/3/87,30,,,N,82,BOS,Boston,Celtics
9109,Johnson,Amir,90,PF,"6'9""",240,1/5/87,30,,,N,82,BOS,Boston,Celtics
9210,Johnson,Stanley,3,SF,"6'7""",245,29/5/96,21,,,N,88,DET,Detroit,Pistons
9269,Johnson,Wesley,33,SF,"6'7""",215,11/7/87,30,,,N,102,LAC,Los Angeles,Clippers
9311,Johnson,Tyler,8,SG,"6'4""",186,6/5/92,25,,,N,92,MIA,Miami,Heat
9493,Johnson,James,3,PF,"6'9""",238,20/2/87,30,"Cheyenne, WY",USA,N,92,MIA,Miami,Heat
10086,Johnson,Brice,10,F,"6'10""",230,27/6/94,23,,USA,N,102,LAC,Los Angeles,Clippers
9319,Johnson,Joe,6,SF,"6'7""",240,29/6/81,36,"Little Rock, AK",USA,N,98,UTA,Utah,Jazz
9196,Jokic,Nikola,15,C,"6'10""",250,19/2/95,22,,,N,99,DEN,Denver,Nuggets
9233,Jones,Terrence,14,PF,"6'9""",252,8/1/92,25,"Portland, OR",USA,N,110,NOP,New Orleans,Pelicans
9171,Jones,Dahntay,30,SF,"6'6""",225,26/12/80,36,"Trenton, NJ",USA,N,86,CLE,Cleveland,Cavaliers
9165,Jones,James,1,SF,"6'8""",218,4/10/80,37,,,N,86,CLE,Cleveland,Cavaliers
9347,Jones,Tyus,1,PG,"6'2""",195,10/5/96,21,,,N,100,MIN,Minnesota,Timberwolves
10172,Jones,Damian,15,C,"7'0""",245,30/6/95,22,"Baton Rouge, LA",USA,N,101,GSW,Golden State,Warriors
10146,"Jones, Jr.",Derrick,10,F,"6'7""",190,15/2/97,20,,,N,104,PHX,Phoenix,Suns
9268,Jordan,DeAndre,6,C,"6'11""",265,21/7/88,29,,,N,102,LAC,Los Angeles,Clippers
9498,Joseph,Cory,6,SG,"6'3""",190,20/8/91,26,"Toronto, ON",Canada,N,81,TOR,Toronto,Raptors
9137,Kaminsky,Frank,44,C,"7'0""",242,4/4/93,24,,,N,93,CHA,Charlotte,Hornets
9396,Kanter,Enes,11,C,"6'11""",245,20/5/92,25,Zürich,Switzerland,N,96,OKL,Oklahoma City,Thunder
9281,Kelly,Ryan,30,PF,"6'11""",230,9/4/91,26,,,N,91,ATL,Atlanta,Hawks
9128,Kidd-Gilchrist,Michael,14,SF,"6'7""",232,26/9/93,24,,,N,93,CHA,Charlotte,Hornets
9125,Kilpatrick,Sean,6,SG,"6'4""",210,6/1/90,27,,,N,84,BRO,Brooklyn,Nets
9436,Knight,Brandon,3,SG,"6'3""",189,2/12/91,25,,,N,104,PHX,Phoenix,Suns
9089,Korver,Kyle,26,SG,"6'7""",212,17/3/81,36,"Paramount, CA",USA,N,91,ATL,Atlanta,Hawks
9463,Koufos,Kosta,41,C,"7'0""",265,24/2/89,28,,,N,103,SAC,Sacramento,Kings
10103,Kuzminskas,Mindaugas,91,F,"6'9""",215,19/10/89,28,,,N,83,NYK,New York,Knicks
10140,Labissiere,Skal,3,F,"6'11""",225,18/3/96,21,,,N,103,SAC,Sacramento,Kings
9131,Lamb,Jeremy,3,SG,"6'5""",185,30/5/92,25,,,N,93,CHA,Charlotte,Hornets
9415,Landry,Carl,7,PF,"6'9""",248,19/9/83,34,,,N,85,PHI,Philadelphia,76ers
10111,Laprovittola,Nicolas,27,G,"6'4""",180,31/1/90,27,Buenos Aires,Argentina,N,106,SAS,San Antonio,Spurs
9193,Lauvergne,Joffrey,77,C,"6'11""",220,30/9/91,26,,,N,96,OKL,Oklahoma City,Thunder
9343,LaVine,Zach,8,SG,"6'5""",189,10/3/95,22,,,N,100,MIN,Minnesota,Timberwolves
9261,Lawson,Ty,10,G,"5'11""",195,3/11/87,29,,,N,103,SAC,Sacramento,Kings
10107,Layman,Jake,10,F,"6'9""",210,7/3/94,23,,,N,97,POR,Portland,Trail Blazers
9127,Lee,Courtney,1,SG,"6'5""",200,3/10/85,32,"Indianapolis, IN",USA,N,83,NYK,New York,Knicks
9186,Lee,David,42,PF,"6'9""",245,29/4/83,34,"St. Louis, MO",USA,N,106,SAS,San Antonio,Spurs
9431,Len,Alex,21,C,"7'1""",260,16/6/93,24,,,N,104,PHX,Phoenix,Suns
9446,Leonard,Meyers,11,PF,"7'1""",245,27/2/92,25,,,N,97,POR,Portland,Trail Blazers
9476,Leonard,Kawhi,2,SF,"6'7""",230,29/6/91,26,"Los Angeles, CA",USA,N,106,SAS,San Antonio,Spurs
9432,Leuer,Jon,30,PF,"6'10""",228,14/5/89,28,"Long Lake, MN",USA,N,88,DET,Detroit,Pistons
9659,Levert,Caris,22,G,"6'6""",185,25/8/94,23,,USA,N,84,BRO,Brooklyn,Nets
10104,Liggins,DeAndre,14,G,"6'6""",209,31/3/88,29,,,N,86,CLE,Cleveland,Cavaliers
9445,Lillard,Damian,0,PG,"6'3""",195,15/7/90,27,,,N,97,POR,Portland,Trail Blazers
9138,Lin,Jeremy,7,SG,"6'3""",200,23/8/88,29,,USA,N,84,BRO,Brooklyn,Nets
9224,Livingston,Shaun,34,PG,"6'7""",182,11/9/85,32,"Peoria, IL",USA,N,101,GSW,Golden State,Warriors
11957,Long,Shawn,,PF,"6'9""",248,29/1/93,24,"Morgan City, LA",USA,N,85,PHI,Philadelphia,76ers
9227,Looney,Kevon,36,PF,"6'9""",220,6/2/96,21,"Milwaukee, WI",USA,N,101,GSW,Golden State,Warriors
9118,Lopez,Brook,11,C,"7'0""",275,1/4/88,29,,,N,84,BRO,Brooklyn,Nets
9378,Lopez,Robin,8,C,"7'0""",265,1/4/88,29,"North Hollywood, CA",USA,N,89,CHI,Chicago,Bulls
9161,Love,Kevin,0,PF,"6'10""",251,7/9/88,29,"Santa Monica, CA",USA,N,86,CLE,Cleveland,Cavaliers
9490,Lowry,Kyle,7,PG,"6'0""",205,25/3/86,31,"Philadelphia, PA",USA,N,81,TOR,Toronto,Raptors
10128,Lucas III,John,11,G,"5'11""",166,21/11/82,34,,,N,100,MIN,Minnesota,Timberwolves
10139,Luwawu-Cabarrot,Timothe,20,G,"6'6""",205,9/5/95,22,,,N,85,PHI,Philadelphia,76ers
9512,Lyles,Trey,41,PF,"6'10""",234,5/11/95,21,,,N,98,UTA,Utah,Jazz
9502,Mack,Shelvin,8,PG,"6'3""",203,22/4/90,27,,,N,98,UTA,Utah,Jazz
9249,Mahinmi,Ian,28,C,"6'11""",255,5/11/86,30,Rouen,France,N,94,WAS,Washington,Wizards
10126,Maker,Thon,7,F,"7'1""",223,25/2/97,20,,,N,90,MIL,Milwaukee,Bucks
9484,Marjanovic,Boban,40,C,"7'3""",290,15/8/88,29,Zajecar,Yugoslavia,N,88,DET,Detroit,Pistons
9424,Marshall,Kendall,5,PG,"6'4""",200,19/8/91,26,,,N,85,PHI,Philadelphia,76ers
9303,Martin,Jarell,10,PF,"6'10""",239,24/5/94,23,,,N,107,MEM,Memphis,Grizzlies
9179,Matthews,Wesley,23,SG,"6'5""",220,14/10/86,31,,,N,108,DAL,Dallas,Mavericks
9275,Mbah a Moute,Luc,12,PF,"6'8""",230,9/9/86,31,,,N,102,LAC,Los Angeles,Clippers
9226,McAdoo,James Michael,20,PF,"6'9""",230,4/1/93,24,,,N,101,GSW,Golden State,Warriors
9546,McCallum,Ray,5,PG,"6'3""",190,12/6/91,26,"Madison, WI",USA,N,88,DET,Detroit,Pistons
10112,McCaw,Patrick,,G,"6'7""",185,25/10/95,22,"St. Louis, MI",USA,N,101,GSW,Golden State,Warriors
10152,McClellan,Sheldon,9,G,"6'6""",200,21/12/92,24,,,N,94,WAS,Washington,Wizards
9447,McCollum,CJ,3,SG,"6'4""",200,19/9/91,26,,,N,97,POR,Portland,Trail Blazers
9423,McConnell,TJ,12,PG,"6'2""",200,25/3/92,25,,,N,85,PHI,Philadelphia,76ers
9117,McCullough,Chris,1,PF,"6'11""",200,5/2/95,22,,,N,84,BRO,Brooklyn,Nets
9242,McDaniels,KJ,32,SF,"6'6""",205,9/2/93,24,,,N,109,HOU,Houston,Rockets
9148,McDermott,Doug,3,SF,"6'8""",225,3/1/92,25,,,N,89,CHI,Chicago,Bulls
9393,McGary,Mitch,33,PF,"6'10""",255,6/6/92,25,,,N,96,OKL,Oklahoma City,Thunder
9173,McGee,JaVale,11,C,"7'0""",270,19/1/88,29,"Flint, MI",USA,N,101,GSW,Golden State,Warriors
9663,McGruder,Rodney,77,SG,"6'4""",205,29/7/91,26,"Landover, MD",USA,N,92,MIA,Miami,Heat
9458,McLemore,Ben,23,SG,"6'5""",195,11/2/93,24,,,N,103,SAC,Sacramento,Kings
9170,McRae,Jordan,12,PG,"6'6""",185,28/3/91,26,,,N,86,CLE,Cleveland,Cavaliers
9309,McRoberts,Josh,4,PF,"6'10""",240,28/2/87,30,,,N,92,MIA,Miami,Heat
9206,Meeks,Jodie,20,SG,"6'4""",210,21/8/87,30,"Nashville, TN",USA,N,95,ORL,Orlando,Magic
9185,Mejri,Salah,50,C,"7'1""",245,15/6/86,31,,,N,108,DAL,Dallas,Mavericks
9110,Mickey,Jordan,55,PF,"6'8""",235,9/7/94,23,,,N,82,BOS,Boston,Celtics
9334,Middleton,Khris,22,SG,"6'8""",234,12/8/91,26,,,N,90,MIL,Milwaukee,Bucks
9247,Miles,CJ,0,SF,"6'6""",231,18/4/87,30,,,N,87,IND,Indiana,Pacers
9199,Miller,Mike,3,SF,"6'8""",218,19/2/80,37,,,N,99,DEN,Denver,Nuggets
9474,Mills,Patty,8,PG,"6'0""",185,11/8/88,29,,,N,106,SAS,San Antonio,Spurs
9538,Millsap,Elijah,,SG,"6'6""",225,11/8/87,30,"Monroe, LA",USA,N,104,PHX,Phoenix,Suns
9093,Millsap,Paul,4,PF,"6'8""",246,10/2/85,32,"Monroe, LA",USA,N,91,ATL,Atlanta,Hawks
9146,Mirotic,Nikola,44,PF,"6'10""",220,11/2/91,26,,,N,89,CHI,Chicago,Bulls
9335,Monroe,Greg,15,C,"6'11""",265,4/6/90,27,,,N,90,MIL,Milwaukee,Bucks
9147,Moore,E'Twaun,55,SG,"6'4""",205,28/2/89,28,"East Chicago, IN",USA,N,110,NOP,New Orleans,Pelicans
9520,Morris,Markieff,5,PF,"6'10""",245,2/9/89,28,,,N,94,WAS,Washington,Wizards
9207,Morris,Marcus,13,SF,"6'9""",235,2/9/89,28,,,N,88,DET,Detroit,Pistons
9392,Morrow,Anthony,2,SG,"6'5""",210,27/9/85,32,,,N,96,OKL,Oklahoma City,Thunder
9234,Motiejunas,Donatas,20,PF,"7'0""",222,20/9/90,27,,,N,110,NOP,New Orleans,Pelicans
9160,Mozgov,Timofey,20,C,"7'1""",275,16/7/86,31,St. Petersburg,Russia,N,105,LAL,Los Angeles,Lakers
9194,Mudiay,Emmanuel,0,PG,"6'5""",200,5/3/96,21,Kinshasa,Congo,N,99,DEN,Denver,Nuggets
9339,Muhammad,Shabazz,15,SF,"6'6""",223,13/11/92,24,,,N,100,MIN,Minnesota,Timberwolves
10165,Murray,Dejounte,5,G,"6'5""",170,19/9/96,21,,,N,106,SAS,San Antonio,Spurs
10134,Murray,Jamal,27,G,"6'4""",207,23/2/97,20,,,N,99,DEN,Denver,Nuggets
9092,Muscala,Mike,31,C,"6'11""",240,1/7/91,26,,,N,91,ATL,Atlanta,Hawks
9286,Nance Jr.,Larry,7,PF,"6'9""",230,1/1/93,24,,,N,105,LAL,Los Angeles,Lakers
9405,Napier,Shabazz,13,PG,"6'1""",175,14/7/91,26,"Roxbury, MA",USA,N,97,POR,Portland,Trail Blazers
9661,Ndour,Maurice,,F,"6'9""",200,18/6/92,25,Sindia,Senegal,N,83,NYK,New York,Knicks
9535,Neal,Gary,,PG,"6'4""",210,2/10/84,33,"Baltimore, MD",USA,N,91,ATL,Atlanta,Hawks
9195,Nelson,Jameer,1,PG,"6'0""",190,9/2/82,35,,,N,99,DEN,Denver,Nuggets
12198,Nene,Maybyner,42,C,,,,,,,N,109,HOU,Houston,Rockets
9514,Neto,Raul,25,PG,"6'1""",179,19/5/92,25,Belo Horizonte,Brazil,N,98,UTA,Utah,Jazz
10162,Niang,George,32,F,"6'8""",230,17/6/93,24,,,N,87,IND,Indiana,Pacers
9401,Nicholson,Andrew,44,PF,"6'9""",250,7/12/89,27,"Mississauga, ON",Canada,N,94,WAS,Washington,Wizards
9143,Noah,Joakim,13,C,"6'11""",232,25/2/85,32,"New York, NY",USA,N,83,NYK,New York,Knicks
9413,Noel,Nerlens,4,C,"6'11""",228,9/4/94,23,,,N,85,PHI,Philadelphia,76ers
9487,Nogueira,Lucas,92,C,"7'0""",220,26/7/92,25,Sao Goncalo,Brazil,N,81,TOR,Toronto,Raptors
9336,Novak,Steve,6,PF,"6'10""",225,13/6/83,34,,,N,90,MIL,Milwaukee,Bucks
9172,Nowitzki,Dirk,41,PF,"7'0""",245,19/6/78,39,,,N,108,DAL,Dallas,Mavericks
9192,Nurkic,Jusuf,23,C,"7'0""",280,23/8/94,23,,,N,99,DEN,Denver,Nuggets
12199,Nwaba,David,11,G,,,,,,,N,105,LAL,Los Angeles,Lakers
9332,O'Bryant III,Johnny,77,PF,"6'9""",257,1/6/93,24,,,N,99,DEN,Denver,Nuggets
10153,Ochefu,Daniel,32,F,"6'11""",245,15/12/93,23,,,N,94,WAS,Washington,Wizards
9421,Okafor,Jahlil,8,C,"6'11""",275,15/12/95,21,,,N,85,PHI,Philadelphia,76ers
9402,Oladipo,Victor,25,SG,"6'4""",210,4/5/92,25,"Upper Marlboro, MD",USA,N,96,OKL,Oklahoma City,Thunder
9100,Olynyk,Kelly,41,C,"7'0""",238,19/4/91,26,,,N,82,BOS,Boston,Celtics
10116,Onuaku,Arinze,21,F,"6'9""",255,13/7/87,30,,,N,95,ORL,Orlando,Magic
10164,Onuaku,Chinanu,21,F,"6'10""",245,1/11/96,20,,,N,109,HOU,Houston,Rockets
9376,O'Quinn,Kyle,9,PF,"6'10""",250,26/3/90,27,"Jamaica, NY",USA,N,83,NYK,New York,Knicks
9526,Oubre Jr.,Kelly,12,SF,"6'7""",205,9/12/95,21,,,N,94,WAS,Washington,Wizards
9183,Pachulia,Zaza,27,C,"6'11""",275,10/2/84,33,Tbilisi,Russia,N,101,GSW,Golden State,Warriors
10142,Papagiannis,Georgios,13,C,"7'1""",240,3/7/97,20,,,N,103,SAC,Sacramento,Kings
9472,Parker,Tony,9,PG,"6'2""",185,17/5/82,35,Bruges,Belgium,N,106,SAS,San Antonio,Spurs
9329,Parker,Jabari,12,PF,"6'8""",250,15/3/95,22,,,N,90,MIL,Milwaukee,Bucks
9174,Parsons,Chandler,25,SF,"6'10""",230,25/10/88,29,"Casselberry, FL",USA,N,107,MEM,Memphis,Grizzlies
9488,Patterson,Patrick,54,PF,"6'9""",235,14/3/89,28,,,N,81,TOR,Toronto,Raptors
9094,Patterson,Lamar,33,SG,"6'6""",215,11/8/91,26,"Lancaster, PA",USA,N,91,ATL,Atlanta,Hawks
9265,Paul,Chris,3,PG,"6'0""",175,6/5/85,32,,,N,102,LAC,Los Angeles,Clippers
9394,Payne,Cameron,22,PG,"6'3""",185,8/8/94,23,,,N,96,OKL,Oklahoma City,Thunder
9344,Payne,Adreian,33,PF,"6'10""",237,19/2/91,26,,,N,100,MIN,Minnesota,Timberwolves
9407,Payton,Elfrid,4,PG,"6'4""",185,22/2/94,23,,,N,95,ORL,Orlando,Magic
11882,Payton II,Gary,,PG,"6'3""",184,1/12/92,24,"Seattle, WA",USA,N,90,MIL,Milwaukee,Bucks
9362,Perkins,Kendrick,5,C,"6'10""",270,10/11/84,32,,,N,110,NOP,New Orleans,Pelicans
9267,Pierce,Paul,34,SF,"6'7""",235,13/10/77,40,,,N,102,LAC,Los Angeles,Clippers
9442,Plumlee,Mason,24,C,"6'11""",245,5/3/90,27,,,N,97,POR,Portland,Trail Blazers
9322,Plumlee,Miles,18,C,"6'11""",249,31/8/88,29,"Fort Wayne, IN",USA,N,90,MIL,Milwaukee,Bucks
11127,Plumlee,Marshall,40,C,"7'0""",250,14/7/92,25,,,N,83,NYK,New York,Knicks
10122,Poeltl,Jakob,42,C,"7'0""",230,15/10/95,22,Vienna,Austria,N,81,TOR,Toronto,Raptors
9351,Pondexter,Quincy,20,SG,"6'7""",220,10/3/88,29,"Fresno, CA",USA,N,110,NOP,New Orleans,Pelicans
9524,Porter Jr.,Otto,22,SF,"6'8""",198,3/6/93,24,,,N,94,WAS,Washington,Wizards
9151,Portis,Bobby,5,PF,"6'11""",230,10/2/95,22,,,N,89,CHI,Chicago,Bulls
9373,Porzingis,Kristaps,6,PF,"7'3""",240,2/8/95,22,Liepaja,Latvia,N,83,NYK,New York,Knicks
9500,Powell,Norman,24,SG,"6'4""",215,25/5/93,24,"San Diego, CA",USA,N,81,TOR,Toronto,Raptors
9177,Powell,Dwight,7,PF,"6'11""",240,20/7/91,26,,,N,108,DAL,Dallas,Mavericks
11960,Poythress,Alex,,C,"6'8""",239,6/9/93,24,"Clarksville, TN",USA,N,85,PHI,Philadelphia,76ers
9549,Pressey,Phil,25,PG,"5'11""",175,17/2/91,26,"Dallas, TX",USA,N,104,PHX,Phoenix,Suns
9437,Price,Ronnie,14,PG,"6'2""",190,21/6/83,34,"Friendswood, TX",USA,N,96,OKL,Oklahoma City,Thunder
10155,Prince,Taurean,12,F,"6'8""",220,22/3/94,23,,,N,91,ATL,Atlanta,Hawks
10170,Quarterman,Tim,55,G,"6'6""",190,27/10/94,23,,,N,97,POR,Portland,Trail Blazers
11699,Randle,Chasson,5,PG,"6'2""",185,5/2/93,24,"Rock Island, IL",USA,N,85,PHI,Philadelphia,76ers
9282,Randle,Julius,30,PF,"6'9""",250,29/11/94,22,,,N,105,LAL,Los Angeles,Lakers
9294,Randolph,Zach,50,PF,"6'9""",260,16/7/81,36,,,N,107,MEM,Memphis,Grizzlies
9264,Redick,JJ,4,SG,"6'4""",190,24/6/84,33,,,N,102,LAC,Los Angeles,Clippers
9123,Reed,Willie,35,PF,"6'11""",235,16/5/90,27,"Kansas City, MI",USA,N,92,MIA,Miami,Heat
10141,Richardson,Malachi,5,G,"6'6""",205,5/1/96,21,,,N,103,SAC,Sacramento,Kings
9317,Richardson,Josh,0,SG,"6'6""",200,15/9/93,24,,,N,92,MIA,Miami,Heat
9270,Rivers,Austin,25,SG,"6'4""",200,1/8/92,25,,,N,102,LAC,Los Angeles,Clippers
9385,Roberson,Andre,21,SG,"6'7""",210,4/12/91,25,,,N,96,OKL,Oklahoma City,Thunder
9443,Roberts,Brian,22,PG,"6'1""",173,3/12/85,31,"Toledo, OH",USA,N,93,CHA,Charlotte,Hornets
9122,Robinson,Thomas,15,F,"6'10""",237,17/3/91,26,,,N,105,LAL,Los Angeles,Lakers
9257,Robinson III,Glenn,40,SF,"6'7""",222,8/1/94,23,,,N,87,IND,Indiana,Pacers
10114,Rodriguez,Sergio,14,G,"6'3""",176,12/6/86,31,Tenerife,Spain,N,85,PHI,Philadelphia,76ers
9464,Rondo,Rajon,9,PG,"6'1""",186,22/2/86,31,"Louisville, KY",USA,N,89,CHI,Chicago,Bulls
9142,Rose,Derrick,1,PG,"6'3""",190,4/10/88,29,"Chicago, IL",USA,N,83,NYK,New York,Knicks
9492,Ross,Terrence,31,SF,"6'7""",195,4/2/91,26,,,N,81,TOR,Toronto,Raptors
9105,Rozier,Terry,12,PG,"6'2""",190,17/3/94,23,,,N,82,BOS,Boston,Celtics
9338,Rubio,Ricky,9,PG,"6'4""",194,21/10/90,27,,,N,100,MIN,Minnesota,Timberwolves
9345,Rudez,Damjan,3,SF,"6'10""",228,17/6/86,31,Zagreb,Croatia,N,95,ORL,Orlando,Magic
9219,Rush,Brandon,4,SG,"6'6""",210,7/7/85,32,"Kansas City, MO",USA,N,100,MIN,Minnesota,Timberwolves
9285,Russell,D'Angelo,1,PG,"6'5""",195,23/2/96,21,,,N,105,LAL,Los Angeles,Lakers
10113,Sabonis,Domantas,3,PF,"6'11""",240,3/5/96,21,"Portland, OR",USA,N,96,OKL,Oklahoma City,Thunder
11886,Sanders,Larry,,C,"6'11""",235,21/11/88,28,"Fort Pierce, FL",USA,N,86,CLE,Cleveland,Cavaliers
10115,Saric,Dario,9,F,"6'10""",223,8/4/94,23,Sibenik,Croatia,N,85,PHI,Philadelphia,76ers
10151,Satoransky,Tomas,31,G,"6'7""",210,30/10/91,25,,,N,94,WAS,Washington,Wizards
9084,Schroder,Dennis,17,PG,"6'1""",172,15/9/93,24,,,N,91,ATL,Atlanta,Hawks
9499,Scola,Luis,4,PF,"6'9""",240,29/4/80,37,Buenos Aires,Argentina,N,84,BRO,Brooklyn,Nets
9083,Scott,Mike,32,PF,"6'8""",237,16/7/88,29,,,N,91,ATL,Atlanta,Hawks
9088,Sefolosha,Thabo,25,SF,"6'7""",220,2/5/84,33,,,N,91,ATL,Atlanta,Hawks
11988,Selden,Wayne,,SG,"6'6""",232,30/9/94,23,"Boston, MA",USA,N,110,NOP,New Orleans,Pelicans
9381,Seraphin,Kevin,1,C,"6'10""",278,7/12/89,27,,,N,87,IND,Indiana,Pacers
9518,Sessions,Ramon,7,PG,"6'3""",190,11/4/86,31,"Myrtle Beach, CA",USA,N,93,CHA,Charlotte,Hornets
9162,Shumpert,Iman,4,SG,"6'5""",220,26/6/90,27,,,N,86,CLE,Cleveland,Cavaliers
10123,Siakam,Pascal,43,F,"6'9""",230,2/4/94,23,Douala,Cameroon,N,81,TOR,Toronto,Raptors
9483,Simmons,Jonathon,17,SG,"6'6""",195,14/9/89,28,,,N,106,SAS,San Antonio,Spurs
9126,Sims,Henry,14,C,"6'10""",248,26/3/90,27,"Baltimore, MD",USA,N,84,BRO,Brooklyn,Nets
9395,Singler,Kyle,5,SF,"6'8""",228,4/5/88,29,,,N,96,OKL,Oklahoma City,Thunder
9102,Smart,Marcus,36,PG,"6'4""",220,6/3/94,23,,,N,82,BOS,Boston,Celtics
9411,Smith,Jason,14,C,"7'0""",240,2/3/86,31,"Greeley, CO",USA,N,94,WAS,Washington,Wizards
9167,Smith,J.R.,5,SG,"6'6""",225,9/9/85,32,"Freehold Borough, NJ",USA,N,86,CLE,Cleveland,Cavaliers
9425,Smith,Ish,11,PG,"6'0""",175,5/7/88,29,"Charlotte, NC",USA,N,88,DET,Detroit,Pistons
9145,Snell,Tony,21,SF,"6'7""",200,10/11/91,25,,,N,90,MIL,Milwaukee,Bucks
9225,Speights,Marreese,5,C,"6'10""",255,4/8/87,30,"St. Petersburg, FL",USA,N,102,LAC,Los Angeles,Clippers
9090,Splitter,Tiago,11,C,"6'11""",245,,,Blumenau,Brazil,N,85,PHI,Philadelphia,76ers
9417,Stauskas,Nik,11,SG,"6'6""",205,7/10/93,24,,,N,85,PHI,Philadelphia,76ers
9293,Stephenson,Lance,5,G,"6'5""",230,5/9/90,27,,,N,110,NOP,New Orleans,Pelicans
9551,Stokes,Jarnell,12,PF,"6'9""",225,7/1/94,23,"Memphis, TN",USA,N,99,DEN,Denver,Nuggets
10159,Stone,Diamond,,C,"6'11""",255,10/2/97,20,,,N,102,LAC,Los Angeles,Clippers
9255,Stuckey,Rodney,2,PG,"6'5""",205,21/4/86,31,,,N,87,IND,Indiana,Pacers
9098,Sullinger,Jared,0,PF,"6'9""",280,3/3/92,25,"Columbus, OH",USA,N,81,TOR,Toronto,Raptors
9095,Tavares,Walter,22,C,"7'3""",260,21/3/92,25,Maio,Senegal,N,91,ATL,Atlanta,Hawks
11743,Tavares,Edy,32,C,"7'2""",260,21/3/92,25,Gran Canarla,Spain,N,86,CLE,Cleveland,Cavaliers
11979,Taylor,Isaiah,,PG,"6'3""",168,11/7/94,23,"Hayward, CA",USA,N,109,HOU,Houston,Rockets
9091,Teague,Jeff,44,PG,"6'2""",186,10/6/88,29,"Indianapolis, IN",USA,N,87,IND,Indiana,Pacers
9438,Teletovic,Mirza,35,PF,"6'9""",242,18/9/85,32,Mostar,Bosnia,N,90,MIL,Milwaukee,Bucks
9525,Temple,Garrett,17,SF,"6'6""",195,8/5/86,31,"Baton Rouge, LA",USA,N,103,SAC,Sacramento,Kings
9243,Terry,Jason,3,SG,"6'2""",185,15/9/77,40,"Seattle, WA",USA,N,90,MIL,Milwaukee,Bucks
9101,Thomas,Isaiah,4,PG,"5'9""",185,7/2/89,28,"Tacoma, WA",USA,N,82,BOS,Boston,Celtics
9382,Thomas,Lance,42,PF,"6'8""",235,24/4/88,29,"Brooklyn, NY",USA,N,83,NYK,New York,Knicks
9416,Thompson,Hollis,31,SG,"6'8""",206,3/4/91,26,,,N,85,PHI,Philadelphia,76ers
11720,Thompson,X,,C,,,,,,,N,94,WAS,Washington,Wizards
9169,Thompson,Tristan,13,PF,"6'9""",238,13/3/91,26,"Toronto, ON",Canada,N,86,CLE,Cleveland,Cavaliers
9221,Thompson,Klay,11,SG,"6'7""",205,8/2/90,27,"Los Angeles, CA",USA,N,101,GSW,Golden State,Warriors
9532,Thornton,Marcus,15,SG,"6'4""",205,3/6/87,30,"Baton Rouge, LA",USA,N,94,WAS,Washington,Wizards
11739,Tobey,Mike,10,C,"7'0""",260,10/10/94,23,,,N,93,CHA,Charlotte,Hornets
9208,Tolliver,Anthony,43,PF,"6'8""",240,1/6/85,32,"Springfield, MO",USA,N,103,SAC,Sacramento,Kings
9201,Toupane,Axel,6,SF,"6'7""",197,23/7/92,25,,,N,99,DEN,Denver,Nuggets
9346,Towns,Karl-Anthony,32,C,"7'0""",244,15/11/95,21,,,N,100,MIN,Minnesota,Timberwolves
9430,Tucker,P.J.,17,SF,"6'6""",245,5/5/85,32,,,N,104,PHX,Phoenix,Suns
9252,Turner,Myles,33,C,"6'11""",243,24/3/96,21,,,N,87,IND,Indiana,Pacers
9104,Turner,Evan,1,SG,"6'7""",216,27/10/88,29,"Chicago, IL",USA,N,97,POR,Portland,Trail Blazers
9541,Udrih,Beno,19,G,"6'3""",205,5/7/82,35,Ank,Yugoslavia,N,88,DET,Detroit,Pistons
10145,Ulis,Tyler,8,G,"5'10""",150,5/1/96,21,,,N,104,PHX,Phoenix,Suns
11993,Uthoff,Jarrod,,SF,"6'10""",214,19/5/93,24,"Cedar Rapids, IA",USA,N,108,DAL,Dallas,Mavericks
9491,Valanciunas,Jonas,17,C,"7'0""",255,6/5/92,25,Utena,Lithuania,N,81,TOR,Toronto,Raptors
10157,Valentine,Denzel,45,G,"6'6""",212,16/11/93,23,,,N,89,CHI,Chicago,Bulls
10124,VanVleet,Fred,23,G,"6'0""",195,25/2/94,23,,,N,81,TOR,Toronto,Raptors
9231,Varejao,Anderson,18,C,"6'10""",273,27/9/82,35,Colatina,Brazil,N,101,GSW,Golden State,Warriors
9326,Vasquez,Greivis,21,PG,"6'6""",217,15/1/87,30,,Venezuela,N,84,BRO,Brooklyn,Nets
9333,Vaughn,Rashad,20,SG,"6'6""",202,16/8/96,21,,,N,90,MIL,Milwaukee,Bucks
